,total_sessions,total_session_seconds,total_calories
4963-17,1,8100,1027
1775-34,2,10320,1855
2023-39,1,2100,486
3350-19,2,8460,1541
2022-31,1,10260,854
2520-6,1,8160,1420
3302-20,1,9120,554
254-24,2,6180,2196
3254-40,1,6900,716
3845-8,2,7080,1171
1820-15,1,6900,1174
998-10,2,14280,2395
1747-23,1,6300,880
3245-16,1,9000,1685
4010-34,4,21240,2806
651-2,1,7080,1097
1328-26,2,14940,2144
2107-12,1,6600,896
554-37,1,7980,1579
808-10,2,13800,2397
1051-26,1,6180,667
719-20,1,10440,404
2847-19,1,3960,1651
1616-2,1,6060,580
3746-20,1,5340,962
2111-8,1,5220,646
4638-14,3,18180,1907
806-25,2,13260,1699
1550-37,1,7320,666
576-22,2,13020,2849
297-25,1,7140,955
2959-11,1,6660,1484
2476-33,1,3780,1706
3095-2,1,9120,488
4532-27,3,23820,2951
3739-26,2,18420,1786
2096-16,1,8580,1304
3649-2,1,4740,682
1645-27,1,5520,1511
749-33,1,9960,180
812-31,1,4920,1113
3293-11,1,5640,403
2721-34,1,4740,832
2094-17,1,10500,988
2199-19,1,8640,1955
3312-28,2,13440,1878
3095-3,2,14700,999
1937-29,1,5340,1195
1135-7,3,19320,2758
2508-15,2,18180,1252
4505-8,1,8460,397
333-5,1,4320,622
3207-10,1,3300,665
4019-14,1,5640,1634
4554-39,1,2640,1790
4383-19,2,9120,1497
3055-2,2,14520,2640
1439-23,1,4800,277
302-30,2,12420,2322
4101-23,1,9420,1211
226-17,1,5760,1189
160-17,3,21840,2218
4821-33,3,26460,3304
976-15,1,5280,1312
4296-41,2,16980,1292
2340-37,2,12300,1691
4698-21,1,8460,1057
2018-12,1,10440,608
3585-35,2,11100,2185
3646-26,1,3540,1167
4824-38,1,9360,279
3074-17,1,7380,579
1072-5,1,3000,1704
3416-19,2,15480,1818
2576-32,1,7980,1210
3866-9,1,4020,1062
1877-20,1,10680,210
1700-10,1,10320,514
2640-40,1,6300,1458
4419-34,1,5700,1452
163-40,1,7260,486
3823-22,1,10680,1286
2102-9,2,10140,1141
675-1,1,9540,1079
2619-20,1,6840,1797
3210-13,1,9600,1390
4673-3,1,8340,319
4093-6,1,3240,1798
2492-13,2,11700,1681
1382-12,1,3240,1370
4619-31,1,5100,465
1687-7,1,8460,366
1934-25,2,7800,973
4246-32,1,8760,484
2415-16,1,3960,1528
3755-18,1,8640,660
1079-30,1,5520,595
3555-41,1,9000,869
538-23,1,5640,1769
227-8,1,8760,996
3104-36,1,6900,377
1578-34,1,8280,1276
3995-10,1,5640,1319
999-17,1,10740,1080
3126-17,2,14460,1391
4318-21,1,3660,575
1796-24,2,13140,1989
1581-12,2,16740,2209
382-9,3,17160,3541
3434-34,1,5160,237
3608-14,4,32040,3303
4190-37,2,18120,1708
1947-25,2,12480,1329
890-33,1,1800,1913
2193-40,2,9000,1644
4712-2,1,3960,1165
3910-5,1,9780,977
304-29,2,18180,1352
1424-34,2,14160,1755
2959-38,1,4560,1275
2491-37,1,6300,994
3867-31,2,9000,1984
985-1,1,9000,847
213-29,1,3240,987
4013-14,1,6480,543
1176-5,1,4740,859
2326-30,2,16800,1233
4742-1,2,17340,2612
3260-15,1,9780,834
4090-26,1,4320,1682
2710-25,2,14580,1441
203-28,1,7440,1999
4274-40,2,7800,1795
1369-9,1,10140,298
2059-4,1,8880,1128
2798-23,2,14220,2678
2637-27,2,11040,1805
1980-21,1,3720,472
1384-30,1,5640,1862
146-24,1,3180,1231
3205-14,1,3180,1448
2028-40,3,15360,3394
1945-14,2,9840,1519
1862-41,2,20520,1678
4715-15,1,2940,985
4998-31,2,7200,2061
3321-7,1,6960,765
2661-4,2,16680,1735
2349-26,2,15780,2998
2852-23,1,4560,300
4992-37,1,7140,1294
46-30,1,4500,1305
2379-27,1,5100,1206
2610-23,1,5940,765
1752-33,1,7080,1074
3586-24,1,3000,385
1937-5,2,11520,2938
815-41,1,6000,351
320-16,1,2340,1200
2762-35,1,5520,1144
3661-39,1,2940,606
4235-26,2,12540,1430
1834-16,1,4380,877
2764-1,2,12540,1071
2565-22,1,2880,536
2490-14,1,2940,790
2193-52,1,7980,1265
1490-52,1,4500,972
3041-18,1,4440,1428
3178-7,1,7800,844
1512-21,1,6120,509
2953-35,1,9120,674
1496-23,2,18300,2742
3171-19,2,10200,1662
3809-2,2,16980,1695
2003-4,1,2880,371
4484-12,1,10320,386
855-10,1,2340,389
3248-41,2,9720,3221
4955-21,1,4140,937
4157-20,2,11820,1589
494-8,1,2340,1428
753-37,1,9780,1072
4603-41,3,17460,3090
1589-16,2,5820,1638
4168-9,1,8640,1024
3003-13,1,1860,911
2644-17,2,13800,1277
3931-14,2,8760,1472
1821-4,1,6480,644
839-21,1,4380,414
2827-33,1,7320,1301
1512-32,1,10260,1185
2529-17,2,16320,2077
3834-17,1,9480,435
1655-15,1,4920,1149
1567-32,1,9540,815
3212-36,1,2100,813
3245-4,2,9000,1836
3171-16,3,11280,2265
4585-2,1,2580,790
3029-12,4,26340,4147
4598-3,1,7140,745
2876-32,1,3780,601
1257-22,2,14100,1619
3519-18,1,4260,1529
552-2,1,6780,859
2848-19,2,11700,2194
726-36,1,7440,615
2771-25,2,10320,2518
2504-9,1,7860,1052
831-30,1,5340,405
1141-5,1,5520,756
527-12,1,8820,1415
1054-31,1,8100,1153
4362-5,2,14160,2538
2193-26,2,14460,1656
4473-26,1,2460,444
3572-22,1,5760,1518
4377-13,1,7980,659
1127-8,1,10620,1152
4649-28,2,15180,2531
3226-2,1,8460,524
4378-12,3,20580,3493
198-21,1,2880,1066
339-14,3,21060,1914
4806-34,1,9120,1433
2037-31,1,9000,431
1727-36,2,15060,2791
781-20,3,20460,1274
1949-33,1,9000,1104
3216-28,4,24660,3195
4007-32,1,8040,1214
838-32,1,9600,1505
3077-40,1,7020,700
2618-24,1,7500,313
4387-32,1,9180,863
3672-13,2,15600,2295
3591-1,1,9600,611
1287-28,2,14820,2454
1971-1,1,6840,1078
3162-18,2,11880,959
3666-11,1,3540,363
999-8,2,6600,3146
2452-30,1,6420,582
4862-6,1,9000,292
1401-8,2,10860,2933
4927-3,1,9840,1054
2373-24,1,2700,245
3945-38,1,2400,1148
1653-9,2,11520,1606
4685-34,2,15540,650
4944-36,1,4140,720
4536-39,2,7800,2742
43-9,1,6120,1029
3869-20,1,5460,806
3940-15,1,4260,1312
807-2,1,6780,608
16-17,2,11160,2747
2559-36,1,4440,831
4216-20,1,5520,993
524-4,1,7860,934
3730-21,1,7860,512
4994-5,2,13200,1841
2470-14,1,3900,899
763-26,1,8100,488
4718-28,1,10020,895
4466-37,1,5580,810
4733-40,2,11520,1774
1687-6,1,9000,564
128-35,1,8880,1298
3352-33,1,4380,896
4552-15,1,4140,840
2633-4,2,12480,2541
2368-3,3,21120,2564
4169-21,1,3420,336
2469-21,1,9720,1465
1384-15,1,7560,1077
4283-26,1,10560,424
180-26,2,12060,2170
1035-36,2,9600,2269
4679-25,2,11400,1767
2652-7,2,12660,2163
2516-20,1,3000,1058
3284-39,2,13200,1721
2115-30,1,1800,1959
3249-14,1,10680,888
1442-3,3,17160,1348
2450-39,2,12900,1201
4255-10,1,4200,1883
4699-3,1,7260,347
3629-9,1,3120,1491
1774-34,2,14580,1726
4736-34,1,8400,734
1239-35,1,3120,837
3654-19,2,14040,2253
3110-39,3,14100,1989
3777-15,1,9780,427
2048-13,3,17160,2827
2531-5,1,5160,1384
765-30,1,3540,1290
873-15,2,8220,2011
2841-14,1,4620,591
4012-29,1,5820,1266
1426-34,2,18120,2335
867-41,2,9360,615
4445-36,2,7920,1160
2244-33,1,5940,485
3559-34,2,13200,1868
2682-24,1,9240,1241
3634-34,1,2280,1987
4964-17,1,4860,1018
3945-3,1,1800,711
1594-6,2,10980,1874
3695-23,2,13980,1149
1629-13,1,2940,642
2986-9,2,13140,1267
4934-6,1,3480,480
3433-34,1,6960,1682
2444-13,1,6120,303
2190-13,2,20640,2165
3684-37,1,2580,682
3604-5,2,6120,1460
670-34,3,17280,3464
3657-35,3,21300,3474
4966-6,1,8580,270
151-5,1,4560,919
3113-23,1,2520,418
2168-29,3,16140,2423
479-17,2,12780,1776
667-9,2,12300,2444
3862-2,2,14100,2105
172-34,1,1980,680
461-17,1,7620,684
3670-39,3,23820,2680
2942-5,1,4380,1045
3434-11,1,4440,1344
786-34,1,6900,895
4730-10,1,4440,921
3920-17,3,16800,2839
1584-12,1,2040,1194
617-16,1,5520,1577
224-12,1,4080,408
1317-11,1,4800,467
2096-39,1,6420,1112
4460-24,2,14280,1460
2744-28,1,4020,582
4931-10,1,3240,504
508-18,1,9120,983
2872-35,2,9120,2695
326-14,1,6180,437
1939-25,2,17460,2007
334-32,1,4800,798
3020-4,1,4980,954
1557-30,2,11760,879
2229-29,1,10320,1002
1746-15,2,18660,1191
782-10,2,9480,1673
461-25,1,3480,853
4732-11,1,3000,397
2313-3,1,4080,603
1163-34,1,4800,267
3607-22,2,14220,2405
4419-18,1,4680,833
4268-8,2,17580,1617
1720-34,1,7260,928
658-34,1,8040,421
4213-28,1,6600,1390
4548-41,2,9420,1085
3223-6,1,6600,368
2870-20,2,5100,1532
2016-18,1,8040,908
4866-32,1,4020,943
576-39,3,22140,1468
709-22,1,6540,1420
1145-38,1,10440,186
298-36,3,18240,2971
1362-38,2,19980,695
1791-8,1,5640,1180
894-19,1,4500,655
3749-40,1,4200,1486
1864-13,2,16140,1675
3699-3,1,2400,411
4544-38,1,2820,1686
1205-26,1,4800,448
3226-39,1,5880,963
776-41,1,10140,1681
532-33,1,7440,378
996-1,1,8220,633
3574-4,2,8220,1497
3482-22,1,3180,1566
641-25,1,2460,1203
2941-5,2,9360,2240
3922-32,1,9780,577
1781-19,1,3060,1314
2943-29,3,15360,1991
4325-28,2,10020,2397
2744-6,1,8520,332
3410-25,1,3420,1303
906-6,2,12300,1596
1534-39,1,7560,741
4276-1,3,25920,2282
2016-20,1,9600,804
1351-6,1,8400,622
2132-11,1,10380,1404
1471-20,2,13800,2392
4246-17,2,14280,2763
2303-35,1,10080,274
1682-19,1,8040,490
4763-35,1,7680,1518
4438-2,1,1860,848
3227-8,2,15600,2119
2710-2,1,9900,1094
2829-22,1,4320,912
4912-35,1,3900,1038
4168-10,1,3660,913
3209-40,1,9240,1307
2145-7,1,2520,490
3577-4,1,2160,1903
2410-11,3,19920,1922
1275-21,3,16320,2152
1864-35,3,19440,2312
1042-10,2,4800,2517
2592-17,1,10140,431
2009-23,1,2100,1227
4673-7,2,15000,2133
1470-27,1,5340,194
2315-19,1,5460,1216
4994-27,1,7080,817
2106-24,1,8520,301
852-18,1,2040,1190
4309-20,1,9600,914
3723-5,1,8220,1741
3565-28,3,18960,3326
2732-10,1,6660,228
2874-22,1,3840,665
128-11,1,10740,1211
4280-24,1,5760,1133
34-16,1,3900,599
170-1,1,8580,1482
3116-39,2,9240,1467
2160-26,1,7020,1039
2083-16,3,15780,2850
1984-22,2,8700,1103
990-5,3,18420,1967
4641-14,2,10560,1687
3968-19,1,6480,1888
4105-29,1,10320,425
1779-1,1,10080,1312
3592-5,1,5520,1584
4086-26,1,2220,410
3730-14,1,8100,1875
4032-37,2,12120,1206
1993-41,1,6540,755
1069-6,1,6540,1278
4314-52,1,10320,754
1881-13,1,10320,846
1914-26,1,8520,288
2739-23,1,6540,451
1769-6,1,4260,296
2265-13,1,2520,661
2311-8,2,16320,1487
2164-15,1,4620,596
3978-11,1,7260,1384
4731-4,2,14280,1721
259-40,1,2640,908
1091-23,2,6120,1148
1546-29,1,5460,250
4540-24,2,19740,1945
3775-3,2,13800,1878
4401-31,1,10620,302
4165-8,1,6780,1061
4623-1,1,10020,621
1030-17,1,2820,484
877-40,2,12780,3584
1033-5,1,10020,813
525-35,1,9780,1360
4460-32,2,16980,2779
2452-32,1,5400,1563
447-22,1,5280,1567
1120-19,1,6000,1179
2054-31,1,7920,866
1816-10,2,17940,1486
3108-27,1,7800,1482
1946-7,1,6240,329
1920-16,2,10740,1604
3142-12,1,6240,981
3279-32,1,4260,460
2963-7,3,20640,2641
3011-13,1,6780,1013
248-12,1,10320,1191
505-19,2,10860,1386
3991-8,1,9540,1282
3209-12,2,10680,2879
920-3,1,10680,552
92-18,3,21120,2489
963-37,1,6660,1664
2400-24,1,3180,1712
4551-1,2,8580,1037
1408-11,2,9720,1318
4003-25,4,27600,3275
797-16,1,9660,875
529-28,1,3060,1354
1325-16,1,6420,842
57-8,1,4620,1311
4734-8,1,10620,631
4015-20,2,20160,1109
2708-36,1,8100,687
1118-19,1,7260,1277
4135-15,2,11520,1714
3087-5,4,25440,3433
2666-11,1,7860,1821
4684-10,2,8100,1264
2083-33,1,10140,574
1327-26,2,11760,2715
4358-23,1,5160,512
4155-28,1,1860,1187
2693-20,2,17280,1192
146-13,1,5640,852
4287-19,1,3840,625
4939-4,1,3600,389
1784-40,1,5760,1071
194-31,1,4740,317
1411-12,1,7020,1349
2915-31,2,12300,1067
1706-35,1,5100,1799
2511-35,1,9900,1275
3858-15,1,3840,768
2284-36,2,19860,2082
4647-30,1,8520,1731
4645-41,1,3180,1162
3346-17,4,30780,1944
527-17,1,3960,846
3693-52,1,6000,407
1202-6,1,8640,536
1723-52,2,13020,2280
4384-25,3,21480,3053
3571-2,1,8880,1839
4828-23,1,9840,592
158-26,1,8400,844
1484-22,1,6420,406
4051-39,2,11280,2151
3933-4,1,4680,1023
518-25,1,8520,2031
549-37,2,12000,2822
597-13,1,4080,1308
1413-3,2,15600,1610
2028-36,1,8280,330
45-19,1,2820,452
4077-30,1,6780,699
943-36,1,9180,252
1178-30,1,3660,676
2007-33,1,6480,595
2591-32,1,7200,753
1111-15,1,9300,401
4138-33,2,6420,2234
608-26,1,6120,884
4673-22,2,10260,1944
4567-28,2,13740,1701
3655-5,1,3840,835
4192-32,2,9720,891
877-21,1,4260,307
4715-8,1,4140,493
1747-4,1,7800,326
1394-8,1,3060,392
682-39,1,8400,1274
4052-1,1,3000,1542
1381-10,1,8820,945
4557-29,1,7500,975
460-9,2,10380,1572
248-9,1,1980,588
4963-36,1,5460,1557
4797-40,2,14640,590
2018-4,1,7680,647
4483-24,1,3720,383
3633-36,2,9600,2032
879-16,2,6120,1295
1979-6,2,19200,925
593-16,2,13020,1177
1325-22,1,10440,1857
3323-37,3,23340,2825
3517-18,1,2400,529
3090-6,1,7200,810
966-36,1,4140,1127
4814-20,2,17280,895
2796-28,1,5580,698
4250-26,1,6840,312
2615-28,1,10560,582
3889-13,1,7620,246
3283-2,1,5880,762
4502-13,2,12480,1721
4496-2,2,12240,2167
4898-2,1,10380,389
3423-16,1,10680,1300
3942-27,1,8100,453
4719-21,3,10680,2932
3102-37,1,8820,963
4366-30,2,17700,1754
2672-17,1,6480,840
818-32,1,7200,1675
2030-20,1,5040,1567
1189-5,1,3180,245
965-14,2,15960,1822
2208-30,1,3480,435
3064-21,1,3840,1002
285-22,1,8640,1288
1467-2,1,10680,1314
4734-25,1,9900,812
3089-27,2,13080,1037
3539-40,1,2640,1021
4270-18,1,10680,1621
3462-28,1,2460,1033
3088-17,1,10740,741
3283-6,3,18300,1118
1125-24,2,15000,2057
1807-3,1,7560,919
318-30,1,7200,991
464-25,1,4860,351
518-11,2,17820,1394
3828-26,2,11580,1627
1797-8,1,3120,407
4507-52,1,1920,1838
3659-14,2,14340,1280
4167-12,1,4380,1417
166-4,2,13860,1090
4615-10,2,6540,2034
212-17,1,5520,949
460-2,1,4380,1839
2246-41,1,10380,934
4924-25,2,10080,3093
4741-31,1,2100,1178
1712-15,2,7800,1589
1005-26,1,6720,1392
4249-16,1,8220,359
3969-35,2,7620,1049
2833-37,1,7680,900
3304-18,1,9960,1398
3936-24,1,2940,963
4306-25,1,5280,1026
1524-2,1,6900,628
3435-36,1,9720,848
3296-9,1,8400,901
1244-40,1,7320,1187
3714-19,2,15480,2553
1984-17,1,6180,571
3181-20,1,6180,708
1855-38,2,13620,877
672-9,2,3900,2345
3320-15,1,6840,1292
3297-7,1,2700,938
4295-6,1,3240,1409
2691-39,1,4560,357
4698-7,2,13860,2637
1932-18,1,4860,967
1726-1,1,4020,817
1233-21,1,9480,597
1865-20,1,8460,184
474-1,1,6000,726
3028-38,2,15120,1725
4945-52,2,12840,1419
2257-10,2,6900,1323
2308-25,2,10320,1450
294-2,1,6720,422
2397-33,1,1920,678
2610-38,1,7680,365
1312-11,2,7740,2756
220-26,1,7920,935
854-17,2,12540,903
3985-1,1,2640,350
3565-22,1,10440,789
1612-23,1,4560,1215
4138-22,1,10080,1635
2519-21,1,5760,552
3874-6,1,6240,1229
1460-27,1,7560,215
4012-4,1,7080,1417
1349-1,1,7140,248
2447-3,2,8400,2392
2921-1,3,25380,2957
3127-34,1,5040,1450
2426-39,4,33540,4496
1906-28,2,13980,1395
3460-36,1,3540,961
869-10,2,16680,1242
4848-39,1,5820,1262
4576-6,2,15000,1706
1894-6,1,9360,1110
2271-17,1,4860,611
3930-41,1,7200,761
1911-7,1,8460,751
1941-12,1,7800,927
1808-21,1,7320,1162
4948-25,1,4320,803
4191-22,1,6720,297
3244-19,1,8340,906
43-11,3,15960,1612
347-24,1,5220,1054
1942-11,2,14580,974
4640-12,1,2400,1496
522-27,2,7200,1647
3323-14,1,10500,1029
4213-22,1,7260,1258
253-20,1,9480,842
3928-13,1,10200,560
2802-21,2,15420,2591
992-40,1,6180,1980
3047-2,1,5160,276
2684-18,1,7860,987
1365-52,1,8520,1046
592-21,1,10680,994
1510-9,1,4080,635
3466-5,1,10200,313
167-20,1,5700,583
3084-31,1,8040,494
2156-7,1,3300,1173
3875-22,1,4440,1528
2735-24,2,13020,1694
1825-7,3,13440,3004
1512-8,1,7920,1170
3298-23,2,16260,2519
4362-12,2,16920,2451
1166-17,1,5520,567
222-9,1,8640,921
3491-38,2,18360,1511
3257-18,1,9240,482
4190-31,1,7260,571
4118-3,1,5700,411
18-11,3,16560,2104
1337-20,1,8700,968
3892-13,2,14460,1187
227-52,1,8040,1350
3952-2,1,3180,1476
2959-39,1,3600,560
278-13,1,7860,537
1965-2,1,7800,558
4014-37,1,6420,771
230-40,2,16860,2107
1644-30,1,3780,649
4073-39,2,9540,921
3139-19,1,8460,1092
2905-18,1,8400,909
2330-12,1,1980,574
4189-1,1,8160,405
3571-36,1,6360,533
3481-7,1,6300,541
3384-21,2,14700,2977
3793-40,3,15060,3551
1769-24,2,10380,1959
616-3,1,4500,1021
3728-11,1,8400,520
2369-23,2,18720,1298
3731-23,2,13380,1616
4550-17,1,5640,942
77-41,2,12900,2183
3880-28,1,4440,958
3786-31,1,3720,934
4943-9,1,2820,466
739-25,3,16680,2796
954-39,1,10140,436
4402-39,1,3900,447
3589-8,1,2160,830
4011-2,2,15960,2429
929-7,1,5820,1149
712-16,2,16020,1190
1544-13,1,6480,1002
2195-24,2,9840,1520
3213-30,2,11100,2398
2242-38,1,6240,239
2192-24,1,8160,1108
1198-18,1,7320,618
1357-30,2,11520,2442
1973-2,1,6840,461
3764-5,2,15900,2058
2900-40,2,11880,2899
2586-2,2,10980,1390
2183-21,1,8340,1297
1630-24,1,2940,703
4016-28,1,8400,1312
557-2,2,11940,1494
1463-19,1,2640,578
4046-38,1,6000,1182
848-52,2,8400,2313
3637-8,1,4980,1231
4979-29,3,16200,2081
232-17,1,3780,1181
3229-27,2,17640,919
27-32,1,5760,1034
1252-35,1,6720,500
127-34,1,7140,389
4116-18,1,9780,993
139-35,2,10140,1728
1387-27,3,13380,2841
4960-3,2,6600,1260
2213-5,2,20400,1175
3285-8,1,10020,896
2416-10,1,6120,502
1928-3,1,6060,458
1647-27,1,9480,386
4589-14,2,18660,1247
3999-17,1,10680,775
3589-9,2,13560,1694
2295-27,1,7620,301
503-28,2,18000,1135
750-15,2,14760,2669
2942-24,1,3540,1132
1477-33,1,7200,803
4171-10,1,8580,526
3857-19,1,4620,311
3255-12,1,6480,863
3112-26,2,8940,1268
2450-38,1,2340,626
4945-6,1,6300,1038
4102-37,2,14160,1581
4147-29,1,2520,300
3606-22,1,5280,351
54-39,1,6420,899
3769-18,2,16860,1040
4473-6,2,13980,1345
3524-33,1,8820,1463
3581-22,1,7920,652
4369-32,1,7620,614
3868-15,3,17940,2198
4001-26,1,5940,1058
2553-21,3,26640,3264
128-2,2,11760,2727
1138-22,2,11040,1833
42-23,1,6300,332
2889-29,2,9840,1448
2959-36,1,4260,1214
2390-24,1,6360,1028
570-17,1,3120,881
923-22,1,8640,624
126-9,2,12480,1954
4354-27,3,17280,1922
2022-35,2,12420,1950
1237-27,1,6660,637
3472-38,2,18000,1955
3086-16,1,4440,1393
3936-16,1,5580,597
641-1,3,22020,2860
3401-38,1,3960,728
2384-31,1,3840,235
3902-19,1,8280,812
67-5,1,7260,985
4640-19,2,8100,2538
2325-40,1,4740,900
4343-41,1,6480,1177
1372-39,2,10920,1755
492-28,2,17220,2817
3278-12,1,5160,347
1349-21,1,8160,740
2976-12,1,4740,553
532-30,1,7620,606
525-3,2,10260,718
2899-4,1,2580,1016
3662-24,1,5160,822
4070-11,1,3000,744
1395-13,1,4140,1261
1197-32,1,7200,1711
2018-23,1,9360,616
3070-52,1,10260,789
3166-19,1,7020,423
2256-29,1,5760,1030
3017-16,1,3060,1457
1850-20,2,6900,2015
3247-39,1,9240,890
823-37,1,9060,196
2712-10,1,9360,1026
870-2,3,23220,2754
1691-27,2,15480,1135
690-29,5,38220,4927
4040-38,3,20580,1689
3697-23,1,8640,831
3069-23,1,5580,760
2112-34,1,2520,1091
4535-25,2,10440,2222
30-16,1,3180,500
967-32,1,5280,326
2950-1,1,4440,846
1874-10,2,15960,1588
1412-39,1,9120,1220
2768-10,1,5760,293
1305-2,1,3420,518
4288-16,1,3960,848
73-19,1,8580,583
3789-30,1,4260,1867
1934-33,1,10260,662
4695-34,1,8340,664
3188-7,2,14400,1436
2278-9,1,2880,744
4781-13,4,27900,2661
4932-28,1,1860,716
1524-19,1,10260,800
3509-21,1,2700,730
136-34,1,8940,961
4475-7,1,8580,671
3869-6,1,9060,1128
1756-35,1,5700,960
282-26,1,8640,853
1324-5,1,10680,985
1838-20,3,16380,2332
2054-8,1,1980,543
894-6,2,17340,1882
1507-26,2,10320,1447
3793-35,1,10260,990
3965-41,1,8220,391
69-32,1,7200,679
2434-23,1,10140,1739
2673-41,1,9420,877
2207-7,2,13680,1574
2158-40,1,5160,1151
714-20,1,2940,928
3300-4,3,24480,4082
3836-26,1,3720,494
433-38,3,23220,2441
382-29,1,6480,812
4342-36,1,4320,567
1117-22,1,2640,674
2371-3,3,19200,2080
3863-30,1,6420,831
4911-15,1,2820,460
797-20,1,4020,284
1634-31,2,13620,1766
2480-3,1,8160,718
880-29,1,3060,474
1561-17,2,13020,1500
81-5,2,6480,1019
3238-19,2,15720,1770
3323-39,1,2700,1035
814-24,1,3120,382
996-3,1,2160,718
3473-32,1,6300,952
2786-22,1,3540,173
168-41,1,5460,1368
834-18,1,3540,1116
4794-17,1,2040,343
2836-11,2,14580,1365
4194-14,1,8520,841
4673-39,2,7860,1123
2929-12,1,8880,675
1505-12,1,9660,551
3035-29,1,6480,595
4816-9,1,6240,1247
4605-18,1,9660,1199
782-13,1,9060,747
565-3,1,2040,832
1398-22,2,18060,2651
1026-3,1,6660,391
2619-32,1,5520,400
886-5,2,11160,2080
2330-33,2,8880,1307
1223-10,1,7080,2120
692-14,1,5100,1462
2967-8,2,11400,1403
3003-9,1,5580,1570
4712-34,2,7800,1487
2986-6,2,13680,897
252-6,2,9360,2000
1147-16,2,4860,2360
2680-10,1,6420,679
160-19,3,24420,2793
4669-33,2,12720,1271
318-10,1,2040,751
1030-34,1,4980,313
334-29,1,2220,550
4690-32,1,9240,1440
2175-18,3,25860,3599
4457-28,1,6960,339
4540-14,1,10260,1563
3776-4,1,4800,967
2882-21,1,5400,276
2390-28,2,15420,1494
3849-3,1,4740,535
639-15,1,10740,1127
1019-20,1,1860,569
154-3,1,6240,752
3756-8,2,9840,2430
3140-16,1,2580,531
3263-21,1,10200,386
719-17,1,6960,839
3691-4,3,16980,2957
3537-4,1,7920,597
1902-34,1,8400,1644
2184-14,1,8880,998
3991-38,1,8760,632
4185-41,2,9960,1368
1345-17,2,15720,1925
1035-5,1,8880,930
1720-24,1,9240,297
3562-35,1,6960,1297
4190-39,1,2700,1364
3680-29,1,4380,388
1820-30,1,5040,962
4638-25,1,7200,796
1811-5,1,3240,666
1262-26,1,4860,661
4905-8,1,7920,496
2765-23,1,6480,1250
4950-9,2,12720,1473
3798-40,1,8820,1170
999-41,1,9060,1320
3161-7,2,7860,1455
1716-40,1,3900,473
591-25,1,6060,468
2839-33,1,4440,1452
3574-17,2,13920,1624
3352-23,3,15660,1869
909-30,1,2760,1273
3257-40,1,7080,228
477-24,2,12840,2442
3239-15,2,13140,1677
4236-31,1,6540,785
1248-20,1,2400,1876
2139-6,2,12540,1243
1966-11,1,8880,370
4227-34,2,11520,884
4000-8,1,9060,1065
1285-1,1,8940,810
2999-40,1,10500,1433
2865-1,1,10620,273
1379-11,2,12780,1737
477-52,1,9900,822
2693-16,2,15840,1741
212-27,1,5280,314
3418-22,1,8520,838
1420-34,2,4320,614
837-38,2,9120,1638
3687-22,2,9540,2075
1049-18,1,1800,376
1758-29,2,5700,1289
752-27,1,6240,856
4156-38,2,14820,2662
2483-14,2,8460,1322
1461-3,1,6660,903
2784-5,2,17100,978
3935-25,1,8520,1244
194-6,1,2880,716
3138-7,1,6960,924
117-24,1,4020,1908
4554-15,5,21120,4700
3078-38,1,2580,1259
3709-34,2,18720,1877
3741-20,3,21180,2063
149-37,1,10620,1472
4300-12,3,14220,3684
1363-21,1,10440,314
3025-5,1,7980,1119
4546-11,1,8700,387
2092-10,1,8580,528
178-14,1,1860,993
3636-41,3,13560,2460
3072-40,2,5280,1672
455-20,2,13740,2036
2383-41,1,4260,734
1872-36,1,6060,1151
2088-8,1,9240,811
2893-35,2,15300,1998
1150-34,2,13680,1991
2434-20,1,6960,1455
524-23,1,9960,493
693-10,1,8520,908
4572-38,1,4080,1394
803-8,1,7260,1459
1207-25,1,9360,641
2623-17,2,9780,1573
2062-27,1,10560,758
1865-40,1,8340,277
2698-14,1,7320,890
2543-12,1,3900,392
257-7,2,16440,2708
4569-27,1,7140,533
1804-8,1,1920,601
2725-11,1,7920,1223
1045-27,2,14220,1734
2978-22,1,6720,196
1158-30,1,9540,933
1927-3,2,13800,1886
4675-4,1,8640,1349
970-27,1,4620,1463
2307-5,1,3240,933
1217-35,1,7620,384
4969-39,1,6660,695
719-10,1,10320,1664
4473-7,1,3000,774
3429-16,1,7140,1899
2417-8,2,17700,2065
737-26,1,7560,1066
3193-38,1,7380,806
3832-2,1,4740,1139
956-18,2,12540,1933
455-17,2,15540,1279
453-17,1,8580,272
3097-33,2,4920,2508
4243-39,1,8700,1183
1940-31,1,9000,1003
2496-5,1,3000,338
432-41,1,7560,757
491-23,1,3600,456
528-8,1,9660,846
3137-23,1,2400,871
1883-11,1,3420,1315
1177-17,1,4500,1708
1346-10,1,8400,1341
4949-40,1,3540,560
4448-13,2,13320,1865
3011-40,3,17520,3120
5-10,1,5520,1588
4283-18,1,4140,622
2874-18,2,5160,1066
2870-29,2,19320,1830
4323-5,1,8100,629
3745-23,1,9420,808
3156-52,1,7860,1386
394-12,1,2700,1075
2177-29,1,4260,1033
442-8,2,11400,2808
244-32,1,8100,1544
4297-3,2,15420,1473
296-17,2,15900,2735
4209-3,1,7560,445
4254-4,2,19800,2691
230-29,2,14100,1606
509-19,2,15000,1697
15-3,1,4260,460
714-31,2,17580,2020
2999-23,1,2820,513
2348-23,2,12060,2047
771-40,2,9060,1505
186-27,1,10440,834
4777-39,2,12420,1138
2403-11,2,9900,1786
599-11,2,12600,956
